code14,name14,prov14,unit,name_carto,code24,code24_commune,name24,label04,idh04,src04
04.481.07.19.,Sidi M'Hamed Chelh,Sidi Kacem,04.481.07.19.,Sidi M'Hamed Chelh,44810719,44810719,Commune de Sidi M'hamed Chelh,Sidi Kacem Sidi M'Hamed Chelh,0.51,direct
04.481.07.21.,Taoughilt,Sidi Kacem,04.481.07.21.,Taoughilt,44810721,44810721,Commune de Taoughilt,Sidi Kacem Taoughilt,0.581,direct
04.481.09.01.,Bab Tiouka,Sidi Kacem,04.481.09.01.,Bab Tiouka,44810901,44810901,Commune de Bab Tiouka,Sidi Kacem Bab Tiouka,0.502,direct
04.481.09.03.,Bir Taleb,Sidi Kacem,04.481.09.03.,Bir Taleb,44810903,44810903,Commune de Bir Taleb,Sidi Kacem Bir Taleb,0.541,direct
04.481.09.05.,Chbanate,Sidi Kacem,04.481.09.05.,Chbanate,44810905,44810905,Commune de Chbanate,Sidi Kacem Chbanate,0.543,direct
04.481.09.07.,Selfat,Sidi Kacem,04.481.09.07.,Selfat,44810907,44810907,Commune de Selfat,Sidi Kacem Selfat,0.503,direct
04.481.09.09.,Tekna,Sidi Kacem,04.481.09.09.,Tekna,44810909,44810909,Commune de Tekna,Sidi Kacem Tekna,0.516,direct
04.481.09.11.,Zaggota,Sidi Kacem,04.481.09.11.,Zaggota,44810911,44810911,Commune de Zaggota,Sidi Kacem Zaggota,0.543,direct
04.481.09.13.,Zirara,Sidi Kacem,04.481.09.13.,Zirara,44810913,44810913,Commune de Zirara,Sidi Kacem Zirara,0.57,direct
04.481.11.03.,Dar Laaslouji,Sidi Kacem,04.481.11.03.,Dar Laaslouji,44811103,44811103,Commune de Dar Laaslouji,Sidi Kacem Dar Laaslouji,0.498,direct
04.481.11.05.,Rmilat,Sidi Kacem,04.481.11.05.,Rmilat,44811105,44811105,Commune de Rmilat,Sidi Kacem Ermilate,0.531,fuzzy
04.481.11.11.,Sidi Al Kamel,Sidi Kacem,04.481.11.11.,Sidi Al Kamel,44811111,44811111,Commune de Sidi Al Kamel,Sidi Kacem Sidi Al Kamel,0.527,direct
04.491.01.07.,Sidi Slimane (Mun.),Sidi Slimane,04.491.01.07.,Sidi Slimane (M),44910107,44910107,Commune de Sidi Slimane,Kénitra Sidi Slimane (M),0.667,direct
04.491.01.09.,Sidi Yahya El Gharb (Mun.),Sidi Slimane,04.491.01.09.,Sidi Yahya El Gharb (M),44910109,44910109,Commune de Sidi Yahia El Gharb,Kénitra Sidi Yahya El Gharb (M),0.636,direct
04.491.03.07.,Kceibya,Sidi Slimane,04.491.03.07.,Kceibya,44910307,44910307,Commune de Kceibya,Kénitra Kceibya,0.522,direct
04.491.03.15.,Sfafaa,Sidi Slimane,04.491.03.15.,Sfafaa,44910315,44910315,Commune de Sfafaa,Kénitra Sfafaa,0.526,direct
04.491.03.17.,Ameur Chamalia,Sidi Slimane,04.491.03.17.,Ameur Chamalia,44910317,44910317,Commune d'Ameur Chamalia,,,
04.491.05.01.,Azghar,Sidi Slimane,04.491.05.01.,Azghar,44910501,44910501,Commune d'Azghar,Kénitra Azghar,0.496,direct
04.491.05.03.,Boumaiz,Sidi Slimane,04.491.05.03.,Boumaiz,44910503,44910503,Commune de Boumaiz,Kénitra Boumaiz,0.542,direct
04.491.05.05.,Dar Bel Amri,Sidi Slimane,04.491.05.05.,Dar Bel Amri,44910505,44910505,Commune de Dar Bel Amri,Kénitra Dar Bel Amri,0.565,direct
04.491.05.09.,M'saada,Sidi Slimane,04.491.05.09.,M'saada,44910509,44910509,Commune de M'saada,Kénitra M'saada,0.519,direct
04.491.05.11.,Ouled Ben Hammadi,Sidi Slimane,04.491.05.11.,Ouled Ben Hammadi,44910511,44910511,Commune d'Ouled Ben Hammadi,,,
04.491.05.13.,Ouled H'Cine,Sidi Slimane,04.491.05.13.,Ouled H'Cine,44910513,44910513,Commune d'Ouled H'cine,,,
04.501.01.01.,Ain El Aouda (Mun.),Skhirate- Témara,04.501.01.01.,Ain El Aouda (M),45010101,45010101,Commune d'Ain El Aouda,Skhirate- Temara Ain El Aouda (M),0.645,direct
04.501.01.03.,Harhoura (Mun.),Skhirate- Témara,04.501.01.03.,Harhoura (M),45010103,45010103,Commune de Harhoura,Skhirate- Temara Harhoura (M),0.715,direct
04.501.01.05.,Skhirate (Mun.),Skhirate- Témara,04.501.01.05.,Skhirate (M),45010105,45010105,Commune de Skhirate,Skhirate- Temara Skhirate (M),0.626,direct
04.501.01.07.,Témara (Mun.),Skhirate- Témara,04.501.01.07.,Témara (M),45010107,45010107,Commune de Témara,Skhirate- Temara Témara (M),0.703,direct
04.501.01.09.,Ain Attig (Mun.),Skhirate- Témara,04.501.01.09.,Ain Attig (M),45010109,45010109,Commune d'Ain Attig,Skhirate- Temara Ain Attig,0.623,direct
04.501.03.01.,El Menzeh,Skhirate- Témara,04.501.03.01.,El Menzeh,45010301,45010301,Commune d'El Menzeh,Skhirate- Temara El Menzeh,0.611,direct
04.501.03.03.,Oumazza,Skhirate- Témara,04.501.03.03.,Oumazza,45010303,45010303,Commune d'Oumazza,Skhirate- Temara Oumazza,0.627,direct
04.501.03.11.,Sidi Yahya Zaer,Skhirate- Témara,04.501.03.11.,Sidi Yahya Zaer,45010311,45010311,Commune de Sidi Yahya Zaer,Skhirate- Temara Sidi Yahya Zaer,0.585,direct
04.501.05.03.,Mers El Kheir,Skhirate- Témara,04.501.05.03.,Mers El Kheir,45010503,45010503,Commune de Mers El Kheir,Skhirate- Temara Mers El Kheir,0.633,direct
04.501.05.05.,Sabbah,Skhirate- Témara,04.501.05.05.,Sabbah,45010505,45010505,Commune de Sabbah,Skhirate- Temara Sabbah,0.598,direct
05.081.01.01.,Azilal (Mun.),Azilal,05.081.01.01.,Azilal (M),50810101,50810101,Commune d'Azilal,Azilal Azilal (M),0.644,direct
05.081.01.03.,Demnate (Mun.),Azilal,05.081.01.03.,Demnate (M),50810103,50810103,Commune de Demnate,Azilal Demnate (M),0.628,direct
05.081.03.01.,Agoudi N'Lkhair,Azilal,05.081.03.01.,Agoudi N'Lkhair,50810301,50810301,Commune d'Agoudi N'lkhair,Azilal Agoudi N'Lkhair,0.432,direct
05.081.03.03.,Ait Abbas,Azilal,05.081.03.03.,Ait Abbas,50810303,50810303,Commune d'Ait Abbas,Azilal Ait Abbas,0.35,direct
05.081.03.05.,Ait Bou Oulli,Azilal,05.081.03.05.,Ait Bou Oulli,50810305,50810305,Commune d'Ait Bou Oulli,Azilal Ait Bou Oulli,0.343,direct
05.081.03.07.,Ait M'Hamed,Azilal,05.081.03.07.,Ait M'Hamed,50810307,50810307,Commune d'Ait M'hamed,Azilal Ait M'Hamed,0.364,direct
05.081.03.09.,Tabant,Azilal,05.081.03.09.,Tabant,50810309,50810309,Commune de Tabant,Azilal Tabant,0.491,direct
05.081.03.11.,Tamda Noumercid,Azilal,05.081.03.11.,Tamda Noumercid,50810311,50810311,Commune de Tamda Noumercid,Azilal Tamda Noumercid,0.492,direct
05.081.03.13.,Zaouiat Ahansal,Azilal,05.081.03.13.,Zaouiat Ahansal,50810313,50810313,Commune de Zaouiat Ahansal,Azilal Zaouiat Ahansal,0.292,direct
05.081.05.01.,Ait Taguella,Azilal,05.081.05.01.,Ait Taguella,50810501,50810501,Commune d'Ait Taguella,Azilal Ait Taguella,0.573,direct
05.081.05.05.,Bni Hassane,Azilal,05.081.05.05.,Bni Hassane,50810505,50810505,Commune de Bni Hassane,Azilal Bni Hassane,0.513,direct
05.081.05.07.,Bzou,Azilal,05.081.05.07.,Bzou,50810507,50810507,Commune de Bzou,Azilal Bzou,0.527,fuzzy
05.081.05.09.,Foum Jemaa,Azilal,05.081.05.09.,Foum Jemaa,50810509,50810509,Commune de Foum Jemaa,Azilal Foum Jemaa,0.488,direct
05.081.05.11.,Moulay Aissa Ben Driss,Azilal,05.081.05.11.,Moulay Aissa Ben Driss,50810511,50810511,Commune de Moulay Aissa Ben Driss,Azilal Moulay Aissa Ben Driss,0.498,direct
05.081.05.13.,Rfala,Azilal,05.081.05.13.,Rfala,50810513,50810513,Commune de Rfala,Azilal Rfala,0.485,direct
05.081.05.15.,Tabia,Azilal,05.081.05.15.,Tabia,50810515,50810515,Commune de Tabia,Azilal Tabia,0.475,direct
05.081.05.17.,Tanant,Azilal,05.081.05.17.,Tanant,50810517,50810517,Commune de Tanant,Azilal Tanant,0.531,direct
05.081.05.19.,Taounza,Azilal,05.081.05.19.,Taounza,50810519,50810519,Commune de Taounza,Azilal Taounza,0.493,direct
05.081.05.21.,Tisqi,Azilal,05.081.05.21.,Tisqi,50810521,50810521,Commune de Tisqi,Azilal Tisqi,0.532,direct
05.081.09.03.,Ait Mazigh,Azilal,05.081.09.03.,Ait Mazigh,50810903,50810903,Commune d'Ait Mazigh,Azilal Ait Mazigh,0.523,direct
05.081.09.07.,Ait Ouqabli,Azilal,05.081.09.07.,Ait Ouqabli,50810907,50810907,Commune d'Ait Ouqabli,Azilal Ait Ouqabli,0.573,direct
05.081.09.09.,Anergui,Azilal,05.081.09.09.,Anergui,50810909,50810909,Commune d'Anergui,Azilal Anergui,0.363,direct
05.081.09.11.,Bin El Ouidane,Azilal,05.081.09.11.,Bin El Ouidane,50810911,50810911,Commune de Bin El Ouidane,Azilal Bin El Ouidane,0.513,direct
05.081.09.13.,Isseksi,Azilal,05.081.09.13.,Isseksi,50810913,50810913,Commune d'Isseksi,Azilal Isseksi,0.385,direct
05.081.09.15.,Ouaouizeght,Azilal,05.081.09.15.,Ouaouizeght,50810915,50810915,Commune d'Ouaouizeght,Azilal Ouaouizeght,0.52,direct
05.081.09.17.,Tabaroucht,Azilal,05.081.09.17.,Tabaroucht,50810917,50810917,Commune de Tabaroucht,Azilal Tabaroucht,0.437,direct
05.081.09.19.,Tagleft,Azilal,05.081.09.19.,Tagleft,50810919,50810919,Commune de Tagleft,Azilal Tagleft,0.442,direct
05.081.09.21.,Tiffert N'Ait Hamza,Azilal,05.081.09.21.,Tiffert N'Ait Hamza,50810921,50810921,Commune de Tiffert N'ait Hamza,Azilal Tiffert N'Ait Hamza,0.369,direct
05.081.09.23.,Tilougguite,Azilal,05.081.09.23.,Tilougguite,50810923,50810923,Commune de Tilougguite,Azilal Tilougguite,0.398,direct
05.081.11.01.,Afourar,Azilal,05.081.11.01.,Afourar,50811101,50811101,Commune d'Afourar,Azilal Afourar (AC),0.694,direct
05.081.11.03.,Bni Ayat,Azilal,05.081.11.03.,Bni Ayat,50811103,50811103,Commune de Bni A'yat,Azilal Bni Ayat,0.561,direct
05.081.11.05.,Ait Ouaarda,Azilal,05.081.11.05.,Ait Ouaarda,50811105,50811105,Commune d'Ait Ouaarda,Azilal Ait Ouaarda,0.579,direct
05.081.11.25.,Timoulilt,Azilal,05.081.11.25.,Timoulilt,50811125,50811125,Commune de Timoulilt,Azilal Timoulilt,0.633,direct
05.081.13.05.,Ait Oumdis,Azilal,05.081.13.05.,Ait Oumdis,50811305,50811305,Commune d'Ait Oumdis,Azilal Ait Oumdis,0.34,direct
05.081.13.07.,Ait Tamlil,Azilal,05.081.13.07.,Ait Tamlil,50811307,50811307,Commune d'Ait Tamlil,Azilal Ait Tamlil,0.37,direct
05.081.13.09.,Anzou,Azilal,05.081.13.09.,Anzou,50811309,50811309,Commune d'Anzou,Azilal Anzou,0.502,direct
05.081.13.17.,Sidi Yacoub,Azilal,05.081.13.17.,Sidi Yacoub,50811317,50811317,Commune de Sidi Yacoub,Azilal Sidi Yacoub,0.461,direct
05.081.13.19.,Tidili Fetouaka,Azilal,05.081.13.19.,Tidili Fetouaka,50811319,50811319,Commune de Tidili Fetouaka,Azilal Tidili Fetouaka,0.554,direct
05.081.15.01.,Ait Blal,Azilal,05.081.15.01.,Ait Blal,50811501,50811501,Commune d'Ait Blal,Azilal Ait Blal,0.342,direct
05.081.15.03.,Ait Majden,Azilal,05.081.15.03.,Ait Majden,50811503,50811503,Commune d'Ait Majden,Azilal Ait Majden,0.485,direct
05.081.15.11.,Imlil,Azilal,05.081.15.11.,Imlil,50811511,50811511,Commune d'Imlil,Azilal Imlil,0.5,direct
05.081.15.13.,Ouaoula,Azilal,05.081.15.13.,Ouaoula,50811513,50811513,Commune d'Ouaoula,Azilal Ouaoula,0.416,direct
05.081.15.15.,Sidi Boulkhalf,Azilal,05.081.15.15.,Sidi Boulkhalf,50811515,50811515,Commune de Sidi Boulkhalf,Azilal Sidi Boulkhalf,0.372,direct
05.081.15.21.,Tifni,Azilal,05.081.15.21.,Tifni,50811521,50811521,Commune de Tifni,Azilal Tifni,0.411,direct
05.091.01.01.,Béni Mellal (Mun.),Béni Mellal,05.091.01.01.,Béni Mellal (M),50910101,50910101,Commune de Béni Mellal,Beni Mellal Béni Mellal (M),0.698,direct
05.091.01.03.,El Ksiba (Mun.),Béni Mellal,05.091.01.03.,El Ksiba (M),50910103,50910103,Commune d'El Ksiba,Beni Mellal El Ksiba (M),0.654,direct
05.091.01.07.,Kasba Tadla (Mun.),Béni Mellal,05.091.01.07.,Kasba Tadla (M),50910107,50910107,Commune de Kasba Tadla,Beni Mellal Kasba Tadla (M),0.702,direct
05.091.01.13.,Zaouiat Cheikh (Mun.),Béni Mellal,05.091.01.13.,Zaouiat Cheikh (M),50910113,50910113,Commune de Zaouiat Cheikh,Beni Mellal Zaouiat Cheikh (M),0.61,direct
05.091.03.01.,Foum Oudi,Béni Mellal,05.091.03.01.,Foum Oudi,50910301,50910301,Commune de Foum Oudi,Beni Mellal Foum Oudi,0.544,direct
05.091.03.03.,Ouled Gnaou,Béni Mellal,05.091.03.03.,Ouled Gnaou,50910303,50910303,Commune d'Ouled Gnaou,Beni Mellal Oulad Gnaou,0.559,fuzzy
05.091.03.05.,Ouled M'Barek,Béni Mellal,05.091.03.05.,Ouled M'Barek,50910305,50910305,Commune d'Ouled M'barek,Beni Mellal Oulad M'Barek (AC),0.637,fuzzy
05.091.03.07.,Ouled Yaich,Béni Mellal,05.091.03.07.,Ouled Yaich,50910307,50910307,Commune d'Ouled Yaich,Beni Mellal Oulad Yaich (AC),0.671,fuzzy
05.091.03.09.,Sidi Jaber,Béni Mellal,05.091.03.09.,Sidi Jaber,50910309,50910309,Commune de Sidi Jaber,Beni Mellal Sidi Jaber,0.612,direct
05.091.03.11.,Foum El Anceur,Béni Mellal,05.091.03.11.,Foum El Anceur,50910311,50910311,Commune de Foum El Anceur,Beni Mellal Foum El Anceur,0.523,direct
05.091.05.01.,Aghbala,Béni Mellal,05.091.05.01.,Aghbala,50910501,50910501,Commune d'Aghbala,Beni Mellal Aghbala,0.434,direct
05.091.05.05.,Boutferda,Béni Mellal,05.091.05.05.,Boutferda,50910505,50910505,Commune de Boutferda,Beni Mellal Boutferda,0.405,direct
05.091.05.17.,Tizi N'Isly,Béni Mellal,05.091.05.17.,Tizi N'Isly,50910517,50910517,Commune de Tizi N'isly,MELLAL Beni Mellal Tizi N'Isly,0.45,direct
05.091.07.03.,Ait Oum El Bekht,Béni Mellal,05.091.07.03.,Ait Oum El Bekht,50910703,50910703,Commune d'Ait Oum El Bekht,Beni Mellal Ait Oum El Bekht,0.441,direct
05.091.07.07.,Dir El Ksiba,Béni Mellal,05.091.07.07.,Dir El Ksiba,50910707,50910707,Commune de Dir El Ksiba,Beni Mellal Dir El Ksiba,0.593,direct
05.091.07.11.,Naour,Béni Mellal,05.091.07.11.,Naour,50910711,50910711,Commune de Naour,Beni Mellal Naour,0.428,direct
05.091.07.13.,Taghzirt,Béni Mellal,05.091.07.13.,Taghzirt,50910713,50910713,Commune de Taghzirt,Beni Mellal Taghzirt,0.576,direct
05.091.07.15.,Tanougha,Béni Mellal,05.091.07.15.,Tanougha,50910715,50910715,Commune de Tanougha,Beni Mellal Tanougha,0.506,direct
05.091.11.01.,Guettaya,Béni Mellal,05.091.11.01.,Guettaya,50911101,50911101,Commune de Guettaya,Beni Mellal Guettaya,0.457,direct
05.091.11.03.,Ouled Youssef,Béni Mellal,05.091.11.03.,Ouled Youssef,50911103,50911103,Commune d'Ouled Youssef,Beni Mellal Oulad Youssef,0.557,fuzzy
05.091.11.05.,Ouled Said L'Oued,Béni Mellal,05.091.11.05.,Ouled Said Loued,50911105,50911105,Commune d'Ouled Said Loued,Beni Mellal Oulad Said L'Oued,0.58,fuzzy
05.091.11.07.,Semguet,Béni Mellal,05.091.11.07.,Semguet,50911107,50911107,Commune de Semguet,Beni Mellal Semguet,0.556,direct
05.255.01.05.,Fquih Ben Salah (Mun.),Fquih Ben Salah,05.255.01.05.,Fquih Ben Salah (M),52550105,52550105,Commune de Fquih Ben Salah,Beni Mellal Fquih Ben Salah (M),0.676,direct
05.255.01.09.,Ouled Ayad (Mun.),Fquih Ben Salah,05.255.01.09.,Ouled Ayad (M),52550109,52550109,Commune d'Ouled Ayad,,,
05.255.01.11.,Souk Sebt Ouled Nemma (Mun.),Fquih Ben Salah,05.255.01.11.,Souk Sebt Ouled Nemma (M),52550111,52550111,Commune de Souk Sebt Ouled Nemma,,,
05.255.05.05.,Ouled Bourahmoune,Fquih Ben Salah,05.255.05.05.,Ouled Bourahmoune,52550505,52550505,Commune d'Ouled Bourahmoune,,,
05.255.05.09.,Ouled Zmam,Fquih Ben Salah,05.255.05.09.,Ouled Zmam,52550509,52550509,Commune d'Ouled Zmam,,,
05.255.05.11.,Sidi Aissa Ben Ali,Fquih Ben Salah,05.255.05.11.,Sidi Aissa Ben Ali,52550511,52550511,Commune de Sidi Aissa Ben Ali,Beni Mellal Sidi Aissa Ben Ali,0.582,direct
05.255.05.13.,Sidi Hammadi,Fquih Ben Salah,05.255.05.13.,Sidi Hammadi,52550513,52550513,Commune de Sidi Hammadi,Beni Mellal Sidi Hammadi,0.611,direct
05.255.09.01.,Khalfia,Fquih Ben Salah,05.255.09.01.,Khalfia,52550901,52550901,Commune de Khalfia,Beni Mellal Al Khalfia,0.573,direct
05.255.09.03.,Bni Chegdale,Fquih Ben Salah,05.255.09.03.,Bni Chegdale,52550903,52550903,Commune de Bni Chegdale,Beni Mellal Bni Chegdale,0.545,direct
05.255.09.05.,Bni Oukil,Fquih Ben Salah,05.255.09.05.,Bni Oukil,52550905,52550905,Commune de Bni Oukil,Beni Mellal Bni Oukil,0.505,direct
05.255.09.07.,Bradia,Fquih Ben Salah,05.255.09.07.,Bradia,52550907,52550907,Commune de Bradia,Beni Mellal Bradia (AC),0.673,direct
05.255.09.09.,Hel Merbaa,Fquih Ben Salah,05.255.09.09.,Hel Merbaa,52550909,52550909,Commune de Hel Merbaa,Beni Mellal Hel Merbaa,0.594,direct
05.255.09.11.,Krifate,Fquih Ben Salah,05.255.09.11.,Krifate,52550911,52550911,Commune de Krifate,Beni Mellal Krifate,0.555,direct
05.255.11.01.,Dar Ould Zidouh,Fquih Ben Salah,05.255.11.01.,Dar Ould Zidouh,52551101,52551101,Commune de Dar Ould Zidouh,BENI MELLAL Dar Ould Zidouh (AC),0.653,direct
05.255.11.03.,Had Boumoussa,Fquih Ben Salah,05.255.11.03.,Had Boumoussa,52551103,52551103,Commune de Had Boumoussa,Beni Mellal Had Boumoussa,0.54,direct
05.255.11.07.,Ouled Nacer,Fquih Ben Salah,05.255.11.07.,Ouled Nacer,52551107,52551107,Commune d'Ouled Nacer,,,
05.301.01.01.,Khenifra (Mun.),Khénifra,05.301.01.01.,Khenifra (M),53010101,53010101,Commune de Khenifra,"Errachidia Fezna 11,01 12,50 1,61 44,90 0,647 0,891228 Khenifra Khenifra (M)",0.672,direct
05.301.01.05.,M'Rirt (Mun.),Khénifra,05.301.01.05.,M'Rirt (M),53010105,53010105,Commune de M'rirt,Khenifra M'Rirt (M),0.619,direct
05.301.03.01.,Ait Ishaq,Khénifra,05.301.03.01.,Ait Ishaq,53010301,53010301,Commune d'Ait Ishaq,Khenifra Ait Ishaq (AC),0.617,direct
05.301.03.03.,Ait Saadelli,Khénifra,05.301.03.03.,Ait Saadelli,53010303,53010303,Commune d'Ait Saadelli,,,
05.301.03.05.,El Kbab,Khénifra,05.301.03.05.,El Kbab,53010305,53010305,Commune d'El Kbab,Khenifra El Kbab,0.499,direct
05.301.03.07.,Kerrouchen,Khénifra,05.301.03.07.,Kerrouchen,53010307,53010307,Commune de Kerrouchen,Khenifra Kerrouchen,0.424,direct
05.301.03.09.,Ouaoumana,Khénifra,05.301.03.09.,Ouaoumana,53010309,53010309,Commune d'Ouaoumana,Khenifra Ouaoumana,0.515,direct
05.301.03.11.,Sidi Yahya Ou Saad,Khénifra,05.301.03.11.,Sidi Yahya Ou Saad,53010311,53010311,Commune de Sidi Yahya Ou Saad,Khenifra Sidi Yahya Ou Saad,0.476,direct
05.301.03.13.,Tighassaline,Khénifra,05.301.03.13.,Tighassaline,53010313,53010313,Commune de Tighassaline,Khenifra Tighassaline,0.463,direct
05.301.05.01.,Aguelmam Azegza,Khénifra,05.301.05.01.,Aguelmam Azegza,53010501,53010501,Commune d'Aguelmam Azegza,Khenifra Aguelmam Azegza,0.452,direct
05.301.05.05.,El Borj,Khénifra,05.301.05.05.,El Borj,53010505,53010505,Commune d'El Borj,Khenifra El Borj,0.509,direct
05.301.05.11.,Lehri,Khénifra,05.301.05.11.,Lehri,53010511,53010511,Commune de Lehri,Khenifra Lehri,0.468,direct
05.301.05.13.,Moha Ou Hammou Zayani,Khénifra,05.301.05.13.,Moha Ou Hammou Zayani,53010513,53010513,Commune de Moha Ou Hammou Zayani,Khenifra Moha Ou Hammou Zayani,0.501,direct
05.301.05.21.,Sidi Amar,Khénifra,05.301.05.21.,Sidi Amar,53010521,53010521,Commune de Sidi Amar,Khenifra Sidi Amar,0.492,direct
05.301.05.25.,Sidi Lamine,Khénifra,05.301.05.25.,Sidi Lamine,53010525,53010525,Commune de Sidi Lamine,,,
05.301.07.03.,Aguelmous,Khénifra,05.301.07.03.,Aguelmous,53010703,53010703,Commune d'Aguelmous,Khenifra Aguelmous,0.471,direct
05.301.07.07.,El Hammam,Khénifra,05.301.07.07.,El Hammam,53010707,53010707,Commune d'El Hammam,Khenifra El Hammam,0.477,direct
05.301.07.09.,Had Bouhssoussen,Khénifra,05.301.07.09.,Had Bouhssoussen,53010709,53010709,Commune de Had Bouhssoussen,Khenifra Had Bouhssoussen,0.527,direct
05.301.07.15.,Moulay Bouazza,Khénifra,05.301.07.15.,Moulay Bouazza,53010715,53010715,Commune de Moulay Bouazza,Khenifra Moulay Bouazza,0.5,direct
05.301.07.17.,Oum Rabia,Khénifra,05.301.07.17.,Oum Rabia,53010717,53010717,Commune d'Oum Rabia,Khenifra Oum Rabia,0.473,direct
05.301.07.19.,Sebt Ait Rahou,Khénifra,05.301.07.19.,Sebt Ait Rahou,53010719,53010719,Commune de Sebt Ait Rahou,Khenifra Sebt Ait Rahou,0.493,direct
05.301.07.23.,Sidi Hcine,Khénifra,05.301.07.23.,Sidi Hcine,53010723,53010723,Commune de Sidi Hcine,Khenifra Sidi Hcine,0.501,direct
05.311.01.01.,Bejaad (Mun.),Khouribga,05.311.01.01.,Bejaad (M),53110101,53110101,Commune de Bejaad,Khouribga Bejaad (M),0.661,direct
05.311.01.03.,Boujniba (Mun.),Khouribga,05.311.01.03.,Boujniba (M),53110103,53110103,Commune de Boujniba,Khouribga Boujniba (M),0.683,direct
05.311.01.05.,Hattane (Mun.),Khouribga,05.311.01.05.,Hattane (M),53110105,53110105,Commune de Hattane,Khouribga Hattane (M),0.676,direct
05.311.01.07.,Khouribga (Mun.),Khouribga,05.311.01.07.,Khouribga (M),53110107,53110107,Commune de Khouribga,Khouribga Khouribga (M),0.715,direct
05.311.01.09.,Oued Zem (Mun.),Khouribga,05.311.01.09.,Oued Zem (M),53110109,53110109,Commune d'Oued Zem,Khouribga Oued Zem (M),0.665,direct
05.311.03.01.,Ain Kaicher,Khouribga,05.311.03.01.,Ain Kaicher,53110301,53110301,Commune d'Ain Kaicher,Khouribga Ain Kaicher,0.528,direct
05.311.03.03.,Bni Bataou,Khouribga,05.311.03.03.,Bni Bataou,53110303,53110303,Commune de Bni Bataou,Khouribga Bni Bataou,0.511,direct
05.311.03.05.,Bni Zrantel,Khouribga,05.311.03.05.,Bni Zrantel,53110305,53110305,Commune de Bni Zrantel,Khouribga Bni Zrantel,0.424,direct
05.311.03.07.,Boukhrisse,Khouribga,05.311.03.07.,Boukhrisse,53110307,53110307,Commune de Boukhrisse,Khouribga Boukhrisse,0.426,direct
05.311.03.09.,Chougrane,Khouribga,05.311.03.09.,Chougrane,53110309,53110309,Commune de Chougrane,Khouribga Chougrane,0.519,direct
05.311.03.11.,Oulad Gouaouch,Khouribga,05.311.03.11.,Oulad Gouaouch,53110311,53110311,Commune d'Oulad Gouaouch,Khouribga Oulad Gouaouch,0.547,direct
05.311.03.13.,Rouached,Khouribga,05.311.03.13.,Rouached,53110313,53110313,Commune de Rouached,Khouribga Rouached,0.527,direct
05.311.03.15.,Tachraft,Khouribga,05.311.03.15.,Tachraft,53110315,53110315,Commune de Tachraft,Khouribga Tachrafat,0.56,fuzzy
05.311.05.01.,Bir Mezoui,Khouribga,05.311.05.01.,Bir Mezoui,53110501,53110501,Commune de Bir Mezoui,Khouribga Bir Mezoui,0.611,direct
05.311.05.03.,Bni Ykhlef,Khouribga,05.311.05.03.,Bni Ykhlef,53110503,53110503,Commune de Bni Ykhlef,Khouribga Bni Ykhlef,0.595,direct
05.311.05.05.,Bulanouare,Khouribga,05.311.05.05.,,53110505,53110505,Commune de Boulanouare,Khouribga Boulanouare,0.586,fuzzy
05.311.05.07.,Lagfaf,Khouribga,05.311.05.07.,Lagfaf,53110507,53110507,Commune de Lagfaf,Khouribga Lagfaf,0.628,direct
05.311.05.09.,El Foqra,Khouribga,05.311.05.09.,El Foqra,53110509,53110509,Commune d'El Foqra,Khouribga El Foqra,0.545,direct
05.311.05.11.,M'Fassis,Khouribga,05.311.05.11.,M'Fassis,53110511,53110511,Commune de M'fassis,Khouribga M'Fassis,0.64,direct
05.311.05.13.,Oulad Abdoune,Khouribga,05.311.05.13.,Oulad Abdoune,53110513,53110513,Commune d'Oulad Abdoune,Khouribga Oulad Abdoune,0.616,direct
05.311.05.15.,Oulad Azzouz,Khouribga,05.311.05.15.,Oulad Azzouz,53110515,53110515,Commune d'Oulad Azzouz,Khouribga Oulad Azzouz,0.55,direct
05.311.07.01.,Ait Ammar,Khouribga,05.311.07.01.,Ait Ammar,53110701,53110701,Commune d'Ait Ammar,Khouribga Ait Ammar,0.553,direct
05.311.07.03.,Bni Smir,Khouribga,05.311.07.03.,Bni Smir,53110703,53110703,Commune de Bni Smir,Khouribga Bni Smir,0.529,direct
05.311.07.05.,Braksa,Khouribga,05.311.07.05.,Braksa,53110705,53110705,Commune de Braksa,Khouribga Braksa,0.495,direct
05.311.07.07.,Kasbat Troch,Khouribga,05.311.07.07.,Kasbat Troch,53110707,53110707,Commune de Kasbat Troch,Khouribga Kasbat Troch,0.563,direct
05.311.07.09.,Lagnadiz,Khouribga,05.311.07.09.,Lagnadiz,53110709,53110709,Commune de Lagnadiz,Khouribga Lagnadiz,0.492,direct
05.311.07.11.,Maadna,Khouribga,05.311.07.11.,Maadna,53110711,53110711,Commune de Maadna,Khouribga Maadna,0.572,direct
05.311.07.13.,Oulad Aissa,Khouribga,05.311.07.13.,Oulad Aissa,53110713,53110713,Commune d'Oulad Aissa,Khouribga Oulad Aissa,0.471,direct
